Contig	Contig_ID	ORF	ORF_ID	ARG	ARG_SNPs	AMR_category	AMR_sub_class	Resistance_mechanism	Database	MGE_prediction	genome_name	newgenome_name
NODE_14_length_119714_cov_12.064622	0000000014	14_68	0000002768	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	SRR12535146	SRR12535146
NODE_21_length_79867_cov_14.087848	0000000021	21_40	0000003484	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	SRR12535146	SRR12535146
NODE_28_length_36147_cov_13.288562	0000000028	28_27	0000003877	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535146	SRR12535146
NODE_30_length_26251_cov_14.602320	0000000030	30_27	0000003958	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	SRR12535146	SRR12535146
NODE_7_length_232340_cov_13.994587	0000000007	7_203	0000001740	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	SRR12535146	SRR12535146
c_000000000001	0000000001	1_76	0000000076	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM07_207_S181	CM07_207
c_000000000005	0000000005	5_133	0000000916	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_207_S181	CM07_207
c_000000000006	0000000006	6_88	0000001035	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_207_S181	CM07_207
c_000000000009	0000000009	9_119	0000001481	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM07_207_S181	CM07_207
c_000000000016	0000000016	16_41	0000002266	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM07_207_S181	CM07_207
c_000000000031	0000000031	31_8	0000003321	ERMB	n/a	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	DeepARG/RGI	chromosome	CM07_207_S181	CM07_207
c_000000000040	0000000040	40_42	0000003787	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_207_S181	CM07_207
c_000000000080	0000000080	80_8	0000004843	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM07_207_S181	CM07_207
c_000000000082	0000000082	82_8	0000004873	LNUC	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	ambiguous (phage/chromosome)	CM07_207_S181	CM07_207
c_000000000093	0000000093	93_4	0000004945	MPHK	n/a	MLS	macrolide antibiotic	antibiotic inactivation	RGI	ambiguous (plasmid/phage)	CM07_207_S181	CM07_207
c_000000000123	0000000123	123_2	0000005091	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	phage	CM07_207_S181	CM07_207
c_000000000002	0000000002	2_153	0000000375	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM07_211_S182	CM07_211
c_000000000006	0000000006	6_32	0000001034	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_211_S182	CM07_211
c_000000000007	0000000007	7_58	0000001223	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_211_S182	CM07_211
c_000000000010	0000000010	10_13	0000001593	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM07_211_S182	CM07_211
c_000000000017	0000000017	17_41	0000002412	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM07_211_S182	CM07_211
c_000000000037	0000000037	37_4	0000003710	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_211_S182	CM07_211
c_000000000067	0000000067	67_14	0000004641	ERMB	n/a	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	DeepARG/RGI	ambiguous (plasmid/phage)	CM07_211_S182	CM07_211
c_000000000077	0000000077	77_3	0000004793	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM07_211_S182	CM07_211
c_000000000080	0000000080	80_8	0000004830	LNUC	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	ambiguous (phage/chromosome)	CM07_211_S182	CM07_211
c_000000000093	0000000093	93_4	0000004921	MPHK	n/a	MLS	macrolide antibiotic	antibiotic inactivation	RGI	ambiguous (plasmid/phage)	CM07_211_S182	CM07_211
c_000000000123	0000000123	123_2	0000005057	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	phage	CM07_211_S182	CM07_211
c_000000000001	0000000001	1_27	0000000027	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM07_212_S183	CM07_212
c_000000000002	0000000002	2_125	0000000406	TET(W/N/W)	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	chromosome	CM07_212_S183	CM07_212
c_000000000004	0000000004	4_85	0000000854	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM07_212_S183	CM07_212
c_000000000009	0000000009	9_178	0000002005	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_212_S183	CM07_212
c_000000000010	0000000010	10_111	0000002147	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	CM07_212_S183	CM07_212
c_000000000016	0000000016	16_58	0000002981	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_212_S183	CM07_212
c_000000000022	0000000022	22_38	0000003588	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM07_212_S183	CM07_212
c_000000000034	0000000034	34_43	0000004509	ERMB	n/a	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	DeepARG/RGI	ambiguous (plasmid/phage)	CM07_212_S183	CM07_212
c_000000000058	0000000058	58_3	0000005202	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM07_212_S183	CM07_212
c_000000000059	0000000059	59_6	0000005215	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM07_212_S183	CM07_212
c_000000000003	0000000003	3_162	0000000549	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51A_S205	CM1_51A
c_000000000009	0000000009	9_58	0000001416	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51A_S205	CM1_51A
c_000000000011	0000000011	11_119	0000001752	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM1_51A_S205	CM1_51A
c_000000000017	0000000017	17_75	0000002421	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM1_51A_S205	CM1_51A
c_000000000018	0000000018	18_41	0000002485	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM1_51A_S205	CM1_51A
c_000000000052	0000000052	52_4	0000004346	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51A_S205	CM1_51A
c_000000000074	0000000074	74_3	0000004781	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM1_51A_S205	CM1_51A
c_000000000092	0000000092	92_2	0000004886	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	phage	CM1_51A_S205	CM1_51A
c_000000000004	0000000004	4_162	0000000728	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51B_S206	CM1_51B
c_000000000009	0000000009	9_13	0000001380	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM1_51B_S206	CM1_51B
c_000000000016	0000000016	16_24	0000002200	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM1_51B_S206	CM1_51B
c_000000000018	0000000018	18_41	0000002408	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM1_51B_S206	CM1_51B
c_000000000032	0000000032	32_2	0000003482	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51B_S206	CM1_51B
c_000000000069	0000000069	69_4	0000004722	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51B_S206	CM1_51B
c_000000000073	0000000073	73_8	0000004780	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM1_51B_S206	CM1_51B
c_000000000003	0000000003	3_32	0000000446	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51C_S207	CM1_51C
c_000000000008	0000000008	8_58	0000001293	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51C_S207	CM1_51C
c_000000000010	0000000010	10_119	0000001629	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM1_51C_S207	CM1_51C
c_000000000017	0000000017	17_24	0000002375	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM1_51C_S207	CM1_51C
c_000000000020	0000000020	20_41	0000002700	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM1_51C_S207	CM1_51C
c_000000000064	0000000064	64_11	0000004669	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM1_51C_S207	CM1_51C
c_000000000070	0000000070	70_3	0000004746	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM1_51C_S207	CM1_51C
c_000000000010	0000000010	10_118	0000001858	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM2_10A_S213	CM2_10A
c_000000000012	0000000012	12_13	0000002049	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_10A_S213	CM2_10A
c_000000000013	0000000013	13_62	0000002229	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM2_10A_S213	CM2_10A
c_000000000028	0000000028	28_2	0000003429	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_10A_S213	CM2_10A
c_000000000043	0000000043	43_9	0000004107	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_10A_S213	CM2_10A
c_000000000064	0000000064	64_11	0000004622	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_10A_S213	CM2_10A
c_000000000071	0000000071	71_8	0000004722	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_10A_S213	CM2_10A
c_000000000112	0000000112	112_4	0000004942	MPHK	n/a	MLS	macrolide antibiotic	antibiotic inactivation	RGI	plasmid	CM2_10A_S213	CM2_10A
c_000000000116	0000000116	116_1	0000004951	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (plasmid/phage)	CM2_10A_S213	CM2_10A
c_000000000009	0000000009	9_13	0000001401	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_10B_S214	CM2_10B
c_000000000010	0000000010	10_62	0000001581	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM2_10B_S214	CM2_10B
c_000000000018	0000000018	18_41	0000002401	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_10B_S214	CM2_10B
c_000000000028	0000000028	28_58	0000003130	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_10B_S214	CM2_10B
c_000000000051	0000000051	51_32	0000004162	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_10B_S214	CM2_10B
c_000000000052	0000000052	52_38	0000004203	VANZ	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_10B_S214	CM2_10B
c_000000000069	0000000069	69_4	0000004540	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_10B_S214	CM2_10B
c_000000000078	0000000078	78_8	0000004670	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_10B_S214	CM2_10B
c_000000000010	0000000010	10_118	0000001735	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM2_19A_S216	CM2_19A
c_000000000012	0000000012	12_119	0000002032	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_19A_S216	CM2_19A
c_000000000013	0000000013	13_76	0000002120	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM2_19A_S216	CM2_19A
c_000000000028	0000000028	28_2	0000003299	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_19A_S216	CM2_19A
c_000000000045	0000000045	45_4	0000004074	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_19A_S216	CM2_19A
c_000000000065	0000000065	65_4	0000004523	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_19A_S216	CM2_19A
c_000000000073	0000000073	73_3	0000004638	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_19A_S216	CM2_19A
c_000000000084	0000000084	84_7	0000004754	VANZ	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (plasmid/phage)	CM2_19A_S216	CM2_19A
c_000000000010	0000000010	10_80	0000001710	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_19B_S217	CM2_19B
c_000000000012	0000000012	12_119	0000002024	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_19B_S217	CM2_19B
c_000000000013	0000000013	13_76	0000002112	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM2_19B_S217	CM2_19B
c_000000000019	0000000019	19_32	0000002686	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_19B_S217	CM2_19B
c_000000000046	0000000046	46_32	0000004144	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_19B_S217	CM2_19B
c_000000000048	0000000048	48_38	0000004217	VANZ	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_19B_S217	CM2_19B
c_000000000064	0000000064	64_11	0000004549	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_19B_S217	CM2_19B
c_000000000071	0000000071	71_8	0000004648	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_19B_S217	CM2_19B
c_000000000001	0000000001	1_154	0000000154	TETO	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (phage/chromosome)	CM2_8A_S211	CM2_8A
c_000000000001	0000000001	1_99	0000000099	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM2_8A_S211	CM2_8A
c_000000000015	0000000015	15_76	0000003028	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_8A_S211	CM2_8A
c_000000000017	0000000017	17_26	0000003204	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM2_8A_S211	CM2_8A
c_000000000021	0000000021	21_54	0000003564	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_8A_S211	CM2_8A
c_000000000026	0000000026	26_57	0000003869	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_8A_S211	CM2_8A
c_000000000031	0000000031	31_46	0000004123	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_8A_S211	CM2_8A
c_000000000038	0000000038	38_13	0000004341	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_8A_S211	CM2_8A
c_000000000098	0000000098	98_2	0000004899	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	unclassified	CM2_8A_S211	CM2_8A
c_000000000001	0000000001	1_267	0000000267	TETO	n/a	tetracycline	tetracycline antibiotic	antibiotic target protection	DeepARG/RGI	ambiguous (phage/chromosome)	CM2_8B_S212	CM2_8B
c_000000000001	0000000001	1_322	0000000322	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	ambiguous (phage/chromosome)	CM2_8B_S212	CM2_8B
c_000000000004	0000000004	4_189	0000001274	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_8B_S212	CM2_8B
c_000000000004	0000000004	4_3	0000001088	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM2_8B_S212	CM2_8B
c_000000000014	0000000014	14_76	0000003004	VANU	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_8B_S212	CM2_8B
c_000000000015	0000000015	15_54	0000003099	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM2_8B_S212	CM2_8B
c_000000000019	0000000019	19_26	0000003463	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM2_8B_S212	CM2_8B
c_000000000035	0000000035	35_11	0000004344	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM2_8B_S212	CM2_8B
c_000000000003	0000000003	3_260	0000001130	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_32_S221	CM3_32
c_000000000004	0000000004	4_13	0000001250	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_32_S221	CM3_32
c_000000000008	0000000008	8_182	0000002511	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM3_32_S221	CM3_32
c_000000000013	0000000013	13_53	0000003201	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_32_S221	CM3_32
c_000000000013	0000000013	13_79	0000003227	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_32_S221	CM3_32
c_000000000021	0000000021	21_12	0000003930	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_32_S221	CM3_32
c_000000000001	0000000001	1_307	0000000307	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	CM3_33_S219	CM3_33
c_000000000003	0000000003	3_13	0000000957	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_33_S219	CM3_33
c_000000000009	0000000009	9_3	0000002617	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM3_33_S219	CM3_33
c_000000000013	0000000013	13_54	0000003351	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_33_S219	CM3_33
c_000000000014	0000000014	14_19	0000003426	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_33_S219	CM3_33
c_000000000014	0000000014	14_45	0000003452	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_33_S219	CM3_33
c_000000000002	0000000002	2_260	0000000841	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_70_S221	CM3_70
c_000000000004	0000000004	4_298	0000001594	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_70_S221	CM3_70
c_000000000008	0000000008	8_3	0000002348	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM3_70_S221	CM3_70
c_000000000012	0000000012	12_57	0000003128	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_70_S221	CM3_70
c_000000000013	0000000013	13_19	0000003200	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_70_S221	CM3_70
c_000000000013	0000000013	13_45	0000003226	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_70_S221	CM3_70
c_000000000003	0000000003	3_260	0000001206	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_76_S224	CM3_76
c_000000000004	0000000004	4_13	0000001326	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_76_S224	CM3_76
c_000000000008	0000000008	8_24	0000002433	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_76_S224	CM3_76
c_000000000008	0000000008	8_27	0000002436	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM3_76_S224	CM3_76
c_000000000014	0000000014	14_53	0000003480	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_76_S224	CM3_76
c_000000000014	0000000014	14_79	0000003506	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_76_S224	CM3_76
c_000000000015	0000000015	15_57	0000003592	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_76_S224	CM3_76
c_000000000003	0000000003	3_13	0000000959	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_85_S222	CM3_85
c_000000000005	0000000005	5_260	0000001825	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_85_S222	CM3_85
c_000000000013	0000000013	13_53	0000003072	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_85_S222	CM3_85
c_000000000013	0000000013	13_79	0000003098	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM3_85_S222	CM3_85
c_000000000021	0000000021	21_54	0000003805	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM3_85_S222	CM3_85
c_000000000029	0000000029	29_46	0000004246	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM3_85_S222	CM3_85
c_000000000001	0000000001	1_1	0000000001	ERMB	n/a	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	RGI	chromosome	CM6_47_S238	CM6_47
c_000000000004	0000000004	4_183	0000000841	VANRI	n/a	glycopeptide	glycopeptide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM6_47_S238	CM6_47
c_000000000005	0000000005	5_145	0000000989	LNUA	n/a	MLS	lincosamide antibiotic	antibiotic inactivation	DeepARG	chromosome	CM6_47_S238	CM6_47
c_000000000006	0000000006	6_103	0000001118	VANR	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	chromosome	CM6_47_S238	CM6_47
c_000000000014	0000000014	14_126	0000002101	APH(3')-IIIA	n/a	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation	DeepARG/RGI	chromosome	CM6_47_S238	CM6_47
c_000000000014	0000000014	14_127	0000002102	SAT-4	n/a	nucleoside	nucleoside antibiotic	antibiotic inactivation	DeepARG/RGI	chromosome	CM6_47_S238	CM6_47
c_000000000014	0000000014	14_128	0000002103	AAD(6)	n/a	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation	DeepARG/RGI	chromosome	CM6_47_S238	CM6_47
c_000000000029	0000000029	29_42	0000003310	LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	n/a	MLS	lincosamide antibiotic	antibiotic target alteration	DeepARG	chromosome	CM6_47_S238	CM6_47
c_000000000039	0000000039	39_3	0000003729	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	chromosome	CM6_47_S238	CM6_47
c_000000000047	0000000047	47_25	0000004077	BRUCELLA SUIS MPRF	n/a	peptide	peptide antibiotic	antibiotic target alteration	RGI	ambiguous (phage/chromosome)	CM6_47_S238	CM6_47
c_000000000083	0000000083	83_1	0000004541	ERMB	n/a	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	RGI	plasmid	CM6_47_S238	CM6_47
c_000000000001	0000000001	1_1069	0000001069	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	Ref_Cinnocuum_14501_dvf	Cinnocuum_14501
c_000000000001	0000000001	1_1072	0000001072	EFRA	n/a	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic	antibiotic efflux	DeepARG	ambiguous (phage/chromosome)	Ref_Cinnocuum_14501_dvf	Cinnocuum_14501
c_000000000001	0000000001	1_1254	0000001254	VANS	n/a	glycopeptide	glycopeptide antibiotic	-	DeepARG	ambiguous (phage/chromosome)	Ref_Cinnocuum_14501_dvf	Cinnocuum_14501
