Gene ID	HMMER	Hotpep	DIAMOND	#ofTools	genome_name
c_000000000012_88	GH109(2-114)	-	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000014_29	GH1(9-488)	GH1(45)	GH1	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000014_36	GH109(4-117)	-	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000014_58	CBM66(238-392)+GH32(525-833)+CBM66(1096-1258)	GH32(24)+CBM38(1)+CBM66(1)	CBM66+GH32	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000016_26	CE1(14-249)	-	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000016_8	GT51(45-213)	GT51(58)	GT51	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000017_33	CE4(44-150)	CE4(84)	CE4	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000017_38	GH13_29(25-368)	GH13(3)	GH13_29	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000017_62	GH1(7-477)	GH1(11)	GH1	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000017_7	GH1(7-480)	GH1(2)	GH1	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000019_52	GH38(5-277)	-	GH38	2	GCA_003149285_1_ASM314928v1_genomic
c_000000000023_28	GH24(6-143)	GH24(28)	GH24	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000025_12	CE1(83-248)	-	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000025_14	CE4(243-359)	CE4(93)	CE4	3	GCA_003149285_1_ASM314928v1_genomic
c_000000000028_13	GT2_Glycos_transf_2(10-130)	-	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_107	-	GH0(66)	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000004_97	-	GH23(192)	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000007_17	-	GH32(46)	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_622	-	GH38(8)	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000014_54	-	CBM5(48)	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000014_85	-	CBM5(68)	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000005_120	-	CBM5(68)	-	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_252	-	-	CBM50	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_325	-	-	GH13_31	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_391	-	-	GH25	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_395	-	-	GT2	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_485	-	-	GT2	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_486	-	-	GT2	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_504	-	-	GT0	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_523	-	-	GH3	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_541	-	-	GH23	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_29	-	-	GH13_30	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_69	-	-	GT2	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_158	-	-	GH1	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_176	-	-	GT47	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_203	-	-	GT83	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_208	-	-	GT4	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_263	-	-	GH13	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_268	-	-	GH28	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_323	-	-	GT2	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_540	-	-	GH13	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_543	-	-	GH28	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000002_641	-	-	GH5_11	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000003_22	-	-	CBM50+GH25	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000003_72	-	-	CBM50	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000003_88	-	-	GT2	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000004_39	-	-	GH13_11	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000004_67	-	-	GT58	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000004_140	-	-	GH84	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000004_145	-	-	GH4	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000004_183	-	-	GH13	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000004_196	-	-	GH170	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000005_84	-	-	CBM0	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000005_133	-	-	GT4	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000005_169	-	-	GT9	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000007_95	-	-	GH73	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000007_97	-	-	CBM50	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000007_139	-	-	GT30	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000008_63	-	-	CBM48+GH13_9	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000008_139	-	-	CBM50	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000008_195	-	-	GH1	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000009_72	-	-	GH92	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000009_103	-	-	GH73	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000009_108	-	-	CBM50	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000009_138	-	-	GT1	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000010_40	-	-	GH152	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000010_60	-	-	GH73	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000012_5	-	-	GH38	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000014_61	-	-	GH170	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000014_66	-	-	GH1	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000016_53	-	-	GH23	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000017_37	-	-	GH13_29	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000017_48	-	-	GT2	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000018_39	-	-	GH130	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000019_29	-	-	GH13_23	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000019_31	-	-	GH13_31	1	GCA_003149285_1_ASM314928v1_genomic
c_000000000001_101	GT51(73-270)	-	GT51	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_99	GT51(320-514)	-	GT51	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000002_30	GH1(1-476)	GH1(5)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000002_32	GH1(6-478)	GH1(11)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000002_39	GH109(5-119)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000002_81	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000013_3	GH1(2-471)	GH1(23)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000013_66	CE9(7-369)	CE9(6)	CE9	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000013_69	GH4(4-181)	GH4(14)	GH4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000035_86	CE10(370-630)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000046_16	GH1(2-489)	GH1(1)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000046_21	GH1(13-494)	GH1(37)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000046_35	CE10(34-243)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000046_77	GT14(3-256)	-	GT0	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000057_10	GH1(2-484)	GH1(48)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000057_20	GH146(189-693)	GH146(3)	GH146	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000057_24	GH146(195-697)	GH146(3)	GH146	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000068_63	GH1(6-480)	GH1(11)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000068_64	GH1(7-474)	GH1(11)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000070_62	CBM32(66-188)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000070_69	CBM66(231-380)+GH32(511-813)+CBM66(1071-1232)	GH32(24)+CBM38(1)+CBM66(1)	CBM66+GH32	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000071_21	GH1(3-458)	-	GH1	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_190	GH1(7-480)	GH1(2)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_220	CE4(44-150)	CE4(84)	CE4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_233	GT2_Glycos_transf_2(5-106)	-	GT2	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_259	GH1(2-482)	GH1(1)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_260	GH1(2-487)	GH1(23)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_30	GH4(6-183)	GH4(2)	GH4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_38	GH109(4-117)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_66	GH43_24(22-267)	GH43(91)	GH43_24	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_88	GT51(50-221)	GT51(13)	GT51	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_92	CE9(6-365)	-	CE9	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000074_27	GH1(4-470)	GH1(1)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000074_67	GH1(4-483)	GH1(11)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000075_22	GH112(6-720)	GH112(1)	GH112	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000075_62	CE4(241-356)	CE4(67)	CE4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000075_63	CE4(240-368)	CE4(67)	CE4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000077_65	GH38(5-278)	-	GH38	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000078_3	CE4(90-222)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000079_11	GH1(2-471)	GH1(11)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000083_47	GT28(189-344)	GT28(25)	GT28	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_128	CE10(27-278)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_129	CE10(34-269)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_130	GH32(8-307)	GH32(4)	GH32	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_142	GH1(2-458)	GH1(20)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_185	GH1(9-488)	GH1(45)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_21	CE4(232-365)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_7	GT4(196-307)	-	GT4	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_79	GH25(32-207)	GH25(88)	GH25	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_8	GT4(173-320)	-	GT4	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_9	GT26(72-241)	GT26(12)	GT26	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_97	GT4(207-354)	GT4(55)	GT4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_99	GT4(164-311)	GT4(42)	GT4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000085_54	CBM66(236-390)+GH32(523-831)+CBM66(1093-1256)	GH32(3)+CBM38(1)+CBM66(1)	CBM66+GH32	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000088_23	CE1(14-249)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000088_42	GT51(45-213)	GT51(58)	GT51	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000089_24	GH1(6-467)	GH1(66)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000089_26	GH1(5-485)	GH1(45)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000091_37	GH73(287-401)	GH73(56)	GH73	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000093_24	GH28(28-353)	-	GH28	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000094_29	CE1(79-248)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000094_31	CE4(243-359)	CE4(93)	CE4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000094_6	CE4(217-344)	-	CE4	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_118	GT35(96-799)	GT35(1)	GT35	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_120	GH13_14(259-573)	GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1)	CBM48+GH13_14	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_52	GH25(113-303)	GH25(33)	GH25	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_81	CBM48(21-104)+GH13_9(172-459)	GH13(20)+CBM48(6)	CBM48+GH13_9	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_88	GT2_Glycos_transf_2(8-148)	GT2(115)+GT4(135)	GT2	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_89	GT2_Glycos_transf_2(8-173)	GT2(83)+GT4(135)+GT8(43)	GT2	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_95	GT2_Glycos_transf_2(4-145)	GT2(18)	GT2	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000097_31	GH38(3-254)	GH38(10)	GH38	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000097_33	GH1(3-456)	GH1(6)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000101_8	GH13_20(35-324)	GH13(61)	GH13	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000102_12	GT2_Glycos_transf_2(7-120)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000102_17	GT2_Glycos_transf_2(7-138)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000102_9	GT4(226-375)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000106_60	GH1(2-470)	GH1(1)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000107_20	GH1(7-466)	GH1(5)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000107_21	GH109(77-189)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000111_13	CE9(5-375)	CE9(43)	CE9	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000116_17	GH4(7-187)	GH4(1)	GH4	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000117_47	CE10(421-660)	-	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000117_6	GH112(6-717)	GH112(1)	GH112	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000118_4	GT35(80-752)	GT35(1)	GT35	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000118_5	GH77(9-470)	GH77(5)	GH77	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000128_46	GT35(97-796)	GT35(1)	GT35	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000128_87	GT5(3-476)	GT5(26)	GT5	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000129_3	GH1(3-468)	GH1(37)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000129_4	GH1(2-472)	GH1(37)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000150_83	GH1(2-465)	GH1(23)	GH1+3.2.1.86	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000150_87	GH1(3-471)	GH1(19)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000150_91	GH1(2-487)	GH1(1)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000150_93	GH1(2-487)	GH1(27)	GH1	3	GCA_003433985_1_ASM343398v1_genomic
c_000000000090_5	-	GH0(66)	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000068_8	-	GH23(34)	GH23	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000057_41	-	GH23(34)	GH23	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_40	-	GH23(34)	GH23	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000002_103	-	GH23(34)	GH23	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_89	-	GH23(192)	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_131	-	GH32(46)	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000080_13	-	GH38(8)	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000084_6	-	GT0(93)	GT0	2	GCA_003433985_1_ASM343398v1_genomic
c_000000000085_26	-	CBM5(68)	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000093_28	-	CBM5(68)	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000093_10	-	CBM50(86)	-	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_112	-	-	GT2	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_175	-	-	GH28	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_180	-	-	GH13	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_232	-	-	GT4	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_237	-	-	GT83	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_267	-	-	GT47	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_285	-	-	GH1	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000002_9	-	-	GH13	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000013_42	-	-	CBM50	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000013_51	-	-	GT2	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000013_85	-	-	GT30	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000020_1	-	-	GH23	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000035_36	-	-	GH1	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000035_96	-	-	CBM50	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000057_40	-	-	GH23	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000068_7	-	-	GH23	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000068_41	-	-	CBM50	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_31	-	-	GH4	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_47	-	-	GH84	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_119	-	-	GT58	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_147	-	-	GH13_11	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_279	-	-	GH13_23	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000073_281	-	-	GH13_31	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000075_48	-	-	GH73	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000075_50	-	-	CBM50	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000076_5	-	-	GH38	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000078_21	-	-	GH130	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000080_35	-	-	GH5_11	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000082_25	-	-	GH13_30	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000082_59	-	-	GT2	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000083_41	-	-	CBM0	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000085_46	-	-	GH1	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000085_51	-	-	GH170	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000086_21	-	-	CE0	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000086_24	-	-	GH152	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000087_30	-	-	GH73	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000087_35	-	-	CBM50	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_80	-	-	GT2	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_84	-	-	GH25	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000095_181	-	-	GH13_31	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000100_33	-	-	GT4	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000106_105	-	-	GH13	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000106_108	-	-	GH28	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000113_4	-	-	GH23	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000127_6	-	-	GH3	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000128_85	-	-	CBM48+GH13_9	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000133_2	-	-	GH23	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000137_13	-	-	GH23	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000139_34	-	-	GT1	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000144_3	-	-	GH23	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000146_7	-	-	GT2	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000150_64	-	-	CBM50+GH25	1	GCA_003433985_1_ASM343398v1_genomic
c_000000000001_213	GH1(2-471)	-	GH1	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000001_252	GH73(287-401)	GH73(56)	GH73	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000001_4	GH1(2-472)	GH1(1)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000001_86	GH1(24-435)	GH1(11)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000002_100	GH1(5-486)	GH1(1)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000002_2	GT51(309-503)	-	GT51	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000003_100	GT51(50-221)	GT51(13)	GT51	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000003_122	GH43_24(22-267)	GH43(91)	GH43_24	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000003_148	GH4(6-183)	GH4(2)	GH4	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000003_97	CE9(6-365)	-	CE9	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000004_21	GH1(3-458)	GH1(1)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000004_54	GH4(7-187)	GH4(1)	GH4	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000004_6	CE6(54-145)	CE6(2)	CE0	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000004_70	GH73(288-404)	-	GH73	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000005_100	CE4(91-224)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000006_40	CBM66(237-391)+GH32(524-831)+CBM66(1094-1257)	GH32(3)+CBM38(1)+CBM66(1)	CBM66+GH32	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000006_64	GH109(4-117)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000006_71	GH1(9-488)	GH1(45)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000008_81	GH1(3-459)	-	GH1	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000009_35	GT14(3-256)	-	GT0	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000009_68	CE10(30-243)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000009_77	GH1(6-257)	GH1(48)	-	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000010_21	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000010_73	GH109(5-119)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000010_81	GH1(6-478)	GH1(7)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000010_83	GH1(1-476)	GH1(57)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000011_25	GH1(1-476)	GH1(1)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000011_79	GH13_20(34-324)	GH13(61)	GH13	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000012_136	CE10(371-630)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000012_143	GH1(3-466)	GH1(19)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000012_193	GT51(73-270)	-	GT51	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000012_55	GT5(3-475)	GT5(26)	GT5	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000016_11	GH1(7-477)	GH1(11)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000016_35	GH13_29(25-368)	GH13(3)	GH13_29	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000016_40	CE4(44-150)	CE4(84)	CE4	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000017_45	GH31(472-719)+CBM32(1739-1870)	GH31(15)+CBM32(38)+CBM51(2)	CBM32+GH31	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000018_35	GH1(7-467)	GH1(66)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000018_6	GH109(2-114)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000019_11	GH38(5-277)	-	GH38	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000020_24	GH112(6-717)	GH112(1)	GH112	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000022_6	CE10(421-660)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000023_112	GT28(189-344)	GT28(25)	GT28	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000023_182	GT4(228-370)	-	GT4	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000023_183	GT4(186-333)	-	GT4	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000023_192	CE4(222-356)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000023_238	GH25(6-181)	GH25(88)	GH25	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000023_256	GT4(207-351)	GT4(55)	GT4	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000023_258	GT4(164-312)	GT4(42)	GT4	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000023_266	CE4(235-362)	-	CE4	2	GCA_003459885_1_ASM345988v1_genomic
c_000000000025_25	CE1(14-249)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
c_000000000025_7	GT51(45-213)	GT51(58)	GT51	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000027_53	GH38(3-254)	GH38(10)	GH38	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000027_55	GH1(3-456)	GH1(6)	GH1	3	GCA_003459885_1_ASM345988v1_genomic
c_000000000029_12	GT4(226-375)	-	-	1	GCA_003459885_1_ASM345988v1_genomic
