ORF_ID	ORF	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description	genome_name
0000002478	14_68	PF05193.16	48.7	1.8e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535056
0000002478	14_68	PF00675.15	63.9	3.5e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	SRR12535056
0000002479	14_69	PF05193.16	87	3e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535056
0000002693	16_96	K03699_483	531.6	2.4999999999999997e-160	tlyC	-	KEGG	putative hemolysin	SRR12535056
0000002847	18_57	PF07883.6	42.2	1e-11	Cupin_2	-	PFAM	Cupin domain	SRR12535056
0000002887	19_7	PF01636.18	52.2	1.7e-14	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535056
0000002899	19_19	PF13950.1	81.7	6.7e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	SRR12535056
0000002921	19_41	K11063_6	101.1	5.1000000000000004e-30	tcdAB	-	KEGG	toxin A\/B	SRR12535056
0000003034	20_75	PF00903.20	42.3	1.7e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535056
0000003101	21_46	PF07883.6	50.9	2.1e-14	Cupin_2	-	PFAM	Cupin domain	SRR12535056
0000003420	25_55	K10815_8	54.2	1.6e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	SRR12535056
0000003421	25_56	K10816_8	67.3	2e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	SRR12535056
0000003429	25_64	PF00717.18	49.4	6.6e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535056
0000003574	28_6	PF13958.1	120.8	1.1e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	SRR12535056
0000003634	29_5	PF01636.18	73.5	5.5e-21	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535056
0000003642	29_13	K03699_483	274.1	3.2999999999999996e-82	tlyC	-	KEGG	putative hemolysin	SRR12535056
0000003648	29_19	PF00881.19	114	1.6e-33	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535056
0000003789	33_6	PF14057.1	642.9	1.8e-194	GGGtGRT	-	PFAM	GGGtGRT protein	SRR12535056
0000003831	34_18	PF07883.6	62.8	3.9e-18	Cupin_2	-	PFAM	Cupin domain	SRR12535056
0000003875	38_1	PF02452.12	102.3	4.2000000000000004e-30	PemK	-	PFAM	PemK-like protein	SRR12535056
0000000183	1_183	PF00881.19	80.3	3.4e-23	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535057
0000000396	1_396	PF07927.7	60	3.8e-17	YcfA	-	PFAM	YcfA-like protein	SRR12535057
0000000425	1_425	PF01909.18	42.1	2e-11	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain	SRR12535057
0000000440	1_440	TIGR01593	89.9	2.6e-26	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	SRR12535057
0000000440	1_440	PF05105.7	143.7	4.9e-43	Phage_holin_4	-	PFAM	Holin family	SRR12535057
0000000519	1_519	PF13091.1	95.8	4.0000000000000003e-28	PLDc_2	-	PFAM	PLD-like domain	SRR12535057
0000000533	1_533	PF07883.6	56.7	3.1e-16	Cupin_2	-	PFAM	Cupin domain	SRR12535057
0000000537	1_537	PF07883.6	69.5	3.3e-20	Cupin_2	-	PFAM	Cupin domain	SRR12535057
0000000839	2_286	PF10502.4	47.3	3.6e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	SRR12535057
0000000839	2_286	PF00717.18	55.6	7.6e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535057
0000000850	2_297	PF04734.8	53.7	2.2e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	SRR12535057
0000001007	3_63	PF00903.20	47.8	3.3e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535057
0000001218	4_15	K11068_1278_95_625	200.1	6e-60	hlyIII	-	KEGG	hemolysin III	SRR12535057
0000001237	4_34	PF03372.18	94.7	2.2000000000000002e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	SRR12535057
0000001287	4_84	PF00903.20	60.9	2.9e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535057
0000001334	4_131	PF00881.19	103.7	2.3000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535057
0000001456	4_253	PF01325.14	46.5	6.6e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	SRR12535057
0000001456	4_253	PF02742.10	61.5	1.2e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	SRR12535057
0000001511	5_53	PF00881.19	103.5	2.6000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535057
0000001512	5_54	PF00903.20	47.7	3.6e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535057
0000001911	8_15	PF07883.6	45.6	9.4e-13	Cupin_2	-	PFAM	Cupin domain	SRR12535057
0000002060	9_27	PF04734.8	40.4	2.3e-11	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	SRR12535057
0000002145	9_112	K11063_6	78.9	2.5e-23	tcdAB	-	KEGG	toxin A\/B	SRR12535057
0000002146	9_113	K11060_3	53.7	2.6e-15	entB	-	KEGG	probable enterotoxin B	SRR12535057
0000002146	9_113	K11063_6	85	3.4999999999999997e-25	tcdAB	-	KEGG	toxin A\/B	SRR12535057
0000002252	10_75	PF00881.19	84.8	1.3999999999999999e-24	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535057
0000002414	12_35	PF05193.16	87	3e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535057
0000002415	12_36	PF00675.15	63.9	3.5e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	SRR12535057
0000002415	12_36	PF05193.16	48.7	1.8e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535057
0000002422	12_43	PF00881.19	108.6	6.899999999999999e-32	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535057
0000002439	12_60	PF00717.18	58.8	7.8e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535057
0000002440	12_61	PF00717.18	54.8	1.4e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535057
0000002661	14_96	K03699_483	531.6	2.4999999999999997e-160	tlyC	-	KEGG	putative hemolysin	SRR12535057
0000002791	16_34	PF07883.6	42.2	1e-11	Cupin_2	-	PFAM	Cupin domain	SRR12535057
0000002854	17_7	PF01636.18	52.2	1.7e-14	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535057
0000002866	17_19	PF13950.1	81.7	6.7e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	SRR12535057
0000002888	17_41	K11063_6	101.1	5.1000000000000004e-30	tcdAB	-	KEGG	toxin A\/B	SRR12535057
0000002948	18_22	PF00903.20	42.3	1.7e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535057
0000003056	19_34	PF07883.6	50.9	2.1e-14	Cupin_2	-	PFAM	Cupin domain	SRR12535057
0000003341	23_9	PF00717.18	49.4	6.6e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535057
0000003349	23_17	K10816_8	67.3	2e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	SRR12535057
0000003350	23_18	K10815_8	54.2	1.6e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	SRR12535057
0000003593	26_58	PF13958.1	120.8	1.1e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	SRR12535057
0000003632	27_34	PF00881.19	114	1.6e-33	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535057
0000003638	27_40	K03699_483	274.1	3.2999999999999996e-82	tlyC	-	KEGG	putative hemolysin	SRR12535057
0000003646	27_48	PF01636.18	73.5	5.5e-21	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535057
0000003810	32_25	PF14057.1	642.9	1.8e-194	GGGtGRT	-	PFAM	GGGtGRT protein	SRR12535057
0000003820	33_5	PF07883.6	62.8	3.9e-18	Cupin_2	-	PFAM	Cupin domain	SRR12535057
0000003877	37_1	PF02452.12	102.3	4.2000000000000004e-30	PemK	-	PFAM	PemK-like protein	SRR12535057
0000000005	1_5	PF01636.18	73.5	5.8e-21	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535136
0000000013	1_13	K03699_483	274.1	3.6e-82	tlyC	-	KEGG	putative hemolysin	SRR12535136
0000000021	1_21	PF00881.19	114	1.7e-33	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535136
0000000052	1_52	PF00903.20	46.8	7.3e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535136
0000000218	1_218	PF05193.16	87	3.1999999999999997e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535136
0000000219	1_219	PF00675.15	63.8	3.8e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	SRR12535136
0000000219	1_219	PF05193.16	51.6	2.4e-14	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535136
0000000226	1_226	PF00881.19	108.6	7.299999999999999e-32	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535136
0000000241	1_241	PF00717.18	58.8	8.3e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535136
0000000242	1_242	PF00717.18	54.8	1.4e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535136
0000000299	1_299	PF07883.6	45.6	9.9e-13	Cupin_2	-	PFAM	Cupin domain	SRR12535136
0000000432	2_13	PF07883.6	42.2	1.1e-11	Cupin_2	-	PFAM	Cupin domain	SRR12535136
0000000719	2_300	PF00881.19	80.3	3.6e-23	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535136
0000000744	3_22	PF04734.8	40.4	2.4e-11	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	SRR12535136
0000000831	3_109	K11063_6	78.9	2.6e-23	tcdAB	-	KEGG	toxin A\/B	SRR12535136
0000000832	3_110	K11060_3	53.6	3.2e-15	entB	-	KEGG	probable enterotoxin B	SRR12535136
0000000832	3_110	K11063_6	83.8	8.7e-25	tcdAB	-	KEGG	toxin A\/B	SRR12535136
0000000974	3_252	PF13958.1	120.8	1.1999999999999999e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	SRR12535136
0000001147	4_119	PF00903.20	47.7	3.9e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535136
0000001148	4_120	PF00881.19	103.5	2.7000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535136
0000001738	6_220	PF00881.19	84.8	1.4999999999999998e-24	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535136
0000001781	7_16	PF13950.1	81.7	7.1e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	SRR12535136
0000001793	7_28	PF01636.18	52.2	1.9e-14	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535136
0000001912	7_147	PF03837.9	107.6	1.3e-31	RecT	-	PFAM	RecT family	SRR12535136
0000001994	7_229	PF00717.18	53.5	3.8e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535136
0000002049	7_284	PF05105.7	74.3	1.7e-21	Phage_holin_4	-	PFAM	Holin family	SRR12535136
0000002049	7_284	TIGR01593	58	2e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	SRR12535136
0000002162	8_112	PF10502.4	47.2	4e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	SRR12535136
0000002162	8_112	PF00717.18	55.6	8.1e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535136
0000002172	8_122	PF04734.8	53.7	2.3e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	SRR12535136
0000002381	9_100	K03699_483	530.6	5.1999999999999994e-160	tlyC	-	KEGG	putative hemolysin	SRR12535136
0000002456	9_175	PF00903.20	47.8	3.5e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535136
0000002581	10_72	PF02452.12	91.2	1.2e-26	PemK	-	PFAM	PemK-like protein	SRR12535136
0000002912	12_116	PF00881.19	103.9	2.1000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535136
0000003091	14_29	PF00903.20	60.9	3.1e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535136
0000003139	14_77	PF03372.18	94.7	2.3e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	SRR12535136
0000003160	14_98	K11068_1278_95_625	201.4	2.5e-60	hlyIII	-	KEGG	hemolysin III	SRR12535136
0000003263	15_90	PF07883.6	50.9	2.2e-14	Cupin_2	-	PFAM	Cupin domain	SRR12535136
0000003295	16_2	PF14057.1	642.9	1.8999999999999998e-194	GGGtGRT	-	PFAM	GGGtGRT protein	SRR12535136
0000003659	20_49	K10815_8	54.2	1.7e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	SRR12535136
0000003660	20_50	K10816_8	68	1.2e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	SRR12535136
0000003668	20_58	PF00717.18	49.4	7e-14	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535136
0000003701	21_26	K11060_3	50	3.8e-14	entB	-	KEGG	probable enterotoxin B	SRR12535136
0000003840	24_9	K11063_6	101	5.4000000000000005e-30	tcdAB	-	KEGG	toxin A\/B	SRR12535136
0000003884	25_8	PF02452.12	102.3	4.5000000000000004e-30	PemK	-	PFAM	PemK-like protein	SRR12535136
0000003900	25_24	PF07883.6	69.6	3.3e-20	Cupin_2	-	PFAM	Cupin domain	SRR12535136
0000003904	25_28	PF07883.6	56.7	3.3e-16	Cupin_2	-	PFAM	Cupin domain	SRR12535136
0000003919	25_43	PF13091.1	95.8	4.3e-28	PLDc_2	-	PFAM	PLD-like domain	SRR12535136
0000004062	30_18	PF07883.6	62.8	4.1e-18	Cupin_2	-	PFAM	Cupin domain	SRR12535136
0000004125	44_2	PF01325.14	46.5	7.1e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	SRR12535136
0000004125	44_2	PF02742.10	61.5	1.2e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	SRR12535136
0000004127	46_1	K11021_124	51.6	1e-14	tccC	-	KEGG	insecticidal toxin complex protein TccC	SRR12535136
0000000030	1_30	PF07883.6	45.6	1.1e-12	Cupin_2	-	PFAM	Cupin domain	SRR12535139
0000000087	1_87	PF00717.18	54.8	1.7e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535139
0000000088	1_88	PF00717.18	58.8	9.6e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535139
0000000103	1_103	PF00881.19	108.4	1e-31	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535139
0000000110	1_110	PF05193.16	51.6	2.7e-14	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535139
0000000110	1_110	PF00675.15	63.8	4.4e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	SRR12535139
0000000111	1_111	PF05193.16	87	3.6999999999999996e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535139
0000000279	1_279	PF00903.20	46.8	8.4e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535139
0000000374	2_95	PF00717.18	55.6	9.4e-16	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535139
0000000374	2_95	PF10502.4	47.2	4.6e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26	SRR12535139
0000000385	2_106	PF04734.8	52	8.5e-15	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	SRR12535139
0000000566	3_20	PF00881.19	80.3	4.2e-23	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535139
0000000804	4_51	PF00903.20	47.8	4e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535139
0000000989	5_20	PF02742.10	41.7	2.2e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	SRR12535139
0000001050	5_81	PF01325.14	51.7	1.9e-14	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	SRR12535139
0000001053	5_84	PF02452.12	94.3	1.6000000000000001e-27	PemK	-	PFAM	PemK-like protein	SRR12535139
0000001111	5_142	K03699_483	476.8	1.3e-143	tlyC	-	KEGG	putative hemolysin	SRR12535139
0000001237	6_50	K11060_3	42.3	9.4e-12	entB	-	KEGG	probable enterotoxin B	SRR12535139
0000001379	7_2	PF00881.19	114	1.9e-33	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535139
0000001387	7_10	K03699_483	274.1	4.1e-82	tlyC	-	KEGG	putative hemolysin	SRR12535139
0000001395	7_18	PF01636.18	73.5	6.7e-21	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535139
0000001655	8_90	PF00881.19	103.5	3.2e-30	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535139
0000001656	8_91	PF00903.20	47.7	4.5e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535139
0000001914	10_36	K11063_6	100.4	9.700000000000001e-30	tcdAB	-	KEGG	toxin A\/B	SRR12535139
0000001941	10_63	PF13950.1	81.7	8.199999999999999e-24	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit	SRR12535139
0000001953	10_75	PF01636.18	52.2	2.1e-14	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535139
0000002115	11_97	PF13958.1	120.8	1.4e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	SRR12535139
0000002325	13_20	PF07883.6	43	7.1e-12	Cupin_2	-	PFAM	Cupin domain	SRR12535139
0000002359	13_54	K11060_3	53.6	3.7e-15	entB	-	KEGG	probable enterotoxin B	SRR12535139
0000002359	13_54	K11063_6	83.8	1.0000000000000001e-24	tcdAB	-	KEGG	toxin A\/B	SRR12535139
0000002360	13_55	K11063_6	78.9	3e-23	tcdAB	-	KEGG	toxin A\/B	SRR12535139
0000002448	13_143	PF04734.8	40.4	2.8e-11	Ceramidase_alk	-	PFAM	Neutral/alkaline non-lysosomal ceramidase	SRR12535139
0000002556	14_99	PF06414.7	41.2	2.8e-11	Zeta_toxin	-	PFAM	Zeta toxin	SRR12535139
0000002785	16_60	PF05105.7	48.8	1.6e-13	Phage_holin_4	-	PFAM	Holin family	SRR12535139
0000002792	16_67	PF13958.1	71.4	2e-20	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	SRR12535139
0000002856	17_9	PF00717.18	48.5	1.5e-13	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535139
0000002864	17_17	K10816_8	68.1	1.4e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	SRR12535139
0000002865	17_18	K10815_8	54.3	1.9e-15	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]	SRR12535139
0000003034	18_66	PF01325.14	45.4	1.8e-12	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	SRR12535139
0000003040	18_72	TIGR00053	81.8	1.0000000000000001e-23	TIGR00053	-	TIGR	addiction module toxin component, YafQ family	SRR12535139
0000003040	18_72	TIGR02385	90.1	2.5e-26	RelE_StbE	-	TIGR	addiction module toxin, RelE/StbE family	SRR12535139
0000003041	18_73	PF04221.7	55.3	1.3e-15	RelB	-	PFAM	RelB antitoxin	SRR12535139
0000003066	18_98	PF00881.19	98.6	1.1000000000000002e-28	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535139
0000003081	18_113	PF02452.12	101	1.3e-29	PemK	-	PFAM	PemK-like protein	SRR12535139
0000003082	18_114	PF02452.12	90.1	3.1e-26	PemK	-	PFAM	PemK-like protein	SRR12535139
0000003099	19_14	K11068_1278_95_625	201.4	2.9e-60	hlyIII	-	KEGG	hemolysin III	SRR12535139
0000003120	19_35	PF03372.18	94.7	2.6e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family	SRR12535139
0000003168	19_83	PF00903.20	60.9	3.6e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535139
0000003377	22_2	PF14057.1	642.9	2.1999999999999998e-194	GGGtGRT	-	PFAM	GGGtGRT protein	SRR12535139
0000003474	23_9	PF02452.12	102.3	5.1000000000000004e-30	PemK	-	PFAM	PemK-like protein	SRR12535139
0000003490	23_25	PF07883.6	69.6	3.7e-20	Cupin_2	-	PFAM	Cupin domain	SRR12535139
0000003494	23_29	PF07883.6	56.6	4.2e-16	Cupin_2	-	PFAM	Cupin domain	SRR12535139
0000003508	23_43	PF13091.1	95.8	4.9e-28	PLDc_2	-	PFAM	PLD-like domain	SRR12535139
0000003665	25_28	PF00881.19	84.8	1.7e-24	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535139
0000003786	27_3	TIGR01593	57.1	4.2e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	SRR12535139
0000003786	27_3	PF05105.7	72.7	6.1e-21	Phage_holin_4	-	PFAM	Holin family	SRR12535139
0000003961	29_32	PF02452.12	113.3	1.9e-33	PemK	-	PFAM	PemK-like protein	SRR12535139
0000004042	30_49	TIGR01593	94.1	1.6000000000000001e-27	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	SRR12535139
0000004042	30_49	PF05105.7	144.2	4e-43	Phage_holin_4	-	PFAM	Holin family	SRR12535139
0000004214	33_63	PF05105.7	72.8	5.6e-21	Phage_holin_4	-	PFAM	Holin family	SRR12535139
0000004214	33_63	TIGR01593	57.1	4.4e-16	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	SRR12535139
0000004217	33_66	PF07927.7	59.4	7.6e-17	YcfA	-	PFAM	YcfA-like protein	SRR12535139
0000004263	34_40	PF00881.19	102.4	6.7e-30	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535139
0000004302	35_31	PF02742.10	44	4.2e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	SRR12535139
0000004302	35_31	PF01325.14	41.5	2.9e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	SRR12535139
0000004380	37_7	PF07883.6	50.9	2.6e-14	Cupin_2	-	PFAM	Cupin domain	SRR12535139
0000004521	41_18	PF07883.6	62.8	4.8e-18	Cupin_2	-	PFAM	Cupin domain	SRR12535139
0000004586	45_11	PF01325.14	40.7	5.4e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	SRR12535139
0000004586	45_11	PF02742.10	43.3	6.9e-12	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	SRR12535139
0000004613	46_14	PF07883.6	42.2	1.3e-11	Cupin_2	-	PFAM	Cupin domain	SRR12535139
0000004629	47_13	PF01636.18	105	1.6e-30	APH	-	PFAM	Phosphotransferase enzyme family	SRR12535139
0000004753	69_1	PF02742.10	61.5	1.4e-17	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain	SRR12535139
0000004753	69_1	PF01325.14	46.5	8.2e-13	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain	SRR12535139
0000000040	1_40	PF02452.12	100.8	1.4999999999999998e-29	PemK	-	PFAM	PemK-like protein	SRR12535140
0000000069	1_69	PF00881.19	103.5	3.3e-30	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535140
0000000070	1_70	PF00903.20	47.7	4.5e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535140
0000000169	1_169	PF07927.7	57	4.4e-16	YcfA	-	PFAM	YcfA-like protein	SRR12535140
0000000331	1_331	PF07927.7	60	4.8e-17	YcfA	-	PFAM	YcfA-like protein	SRR12535140
0000000471	2_135	K11063_6	78.9	3.1e-23	tcdAB	-	KEGG	toxin A\/B	SRR12535140
0000000472	2_136	K11060_3	53.6	3.7e-15	entB	-	KEGG	probable enterotoxin B	SRR12535140
0000000472	2_136	K11063_6	83.8	1.0000000000000001e-24	tcdAB	-	KEGG	toxin A\/B	SRR12535140
0000000613	2_277	PF13958.1	120.2	2e-35	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	SRR12535140
0000000703	3_36	PF00881.19	103.9	2.4000000000000002e-30	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535140
0000000969	4_46	PF00881.19	80.3	4.3e-23	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535140
0000001294	5_122	PF07883.6	45.6	1.2e-12	Cupin_2	-	PFAM	Cupin domain	SRR12535140
0000001351	5_179	PF00717.18	54.8	1.7e-15	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535140
0000001352	5_180	PF00717.18	58.8	9.8e-17	Peptidase_S24	-	PFAM	Peptidase S24-like	SRR12535140
0000001367	5_195	PF00881.19	108.6	8.599999999999999e-32	Nitroreductase	-	PFAM	Nitroreductase family	SRR12535140
0000001374	5_202	PF05193.16	48.7	2.2e-13	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535140
0000001374	5_202	PF00675.15	63.9	4.4e-18	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)	SRR12535140
0000001375	5_203	PF05193.16	87	3.8e-25	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain	SRR12535140
0000001792	8_61	PF13958.1	71.4	2e-20	ToxN_toxin	-	PFAM	Toxin ToxN, type III toxin-antitoxin system	SRR12535140
0000001810	8_79	PF05105.7	48.8	1.6e-13	Phage_holin_4	-	PFAM	Holin family	SRR12535140
0000001824	8_93	K03699_483	530.6	6.099999999999999e-160	tlyC	-	KEGG	putative hemolysin	SRR12535140
0000001891	9_1	PF00903.20	46.8	8.6e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535140
0000002176	11_31	PF07883.6	50.9	2.6e-14	Cupin_2	-	PFAM	Cupin domain	SRR12535140
0000002190	11_45	TIGR01593	98.7	6.1e-29	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	SRR12535140
0000002190	11_45	PF05105.7	148.5	2e-44	Phage_holin_4	-	PFAM	Holin family	SRR12535140
0000002207	11_62	PF04221.7	55.3	1.3e-15	RelB	-	PFAM	RelB antitoxin	SRR12535140
0000002208	11_63	PF05016.9	40.5	8.9e-11	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein	SRR12535140
0000002290	12_29	PF00903.20	60.9	3.7e-17	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	SRR12535140
